user_id,session_id,subscription_type,user_journey
267334,3541546,Monthly,"Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Log in->Log in->Log in"
267334,3541565,Monthly,"Courses->Sign up"
267334,3543280,Monthly,Checkout->Checkout->Checkout->Checkout
267955,2837493,Annual,"Log in->Log in"
267955,2978149,Annual,"Homepage->Upcoming courses->Upcoming courses->Pricing->Pricing->Checkout"
267955,2985189,Annual,Homepage->Pricing->Pricing->Checkout
267955,3112051,Annual,"Resources center->Courses->Courses->Courses"
267955,3215064,Annual,"Resources center->Other"
267955,3422877,Annual,"Log in->Log in"
267955,3424244,Annual,Checkout->Checkout
267955,3431391,Annual,Coupon->Coupon->Coupon->Coupon
267955,3460643,Annual,"Resources center->Resources center->Resources center->Resources center"
267955,3468573,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
267955,3470200,Annual,"Sign up->Sign up->Sign up->Sign up"
267955,3476678,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
267955,3477203,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
267955,3480912,Annual,Coupon->Coupon
267955,3480913,Annual,Coupon->Coupon
267955,3480914,Annual,Coupon->Coupon
267955,3501422,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
269209,2888863,Annual,"Log in->Log in"
269209,3212142,Annual,"Resources center->Log in->Log in->Log in"
269209,3212152,Annual,"Resources center->Log in->Log in->Log in->Log in->Log in"
269209,3605649,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
270317,3545698,Annual,"Homepage->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up"
270317,3637843,Annual,Checkout->Checkout
271778,3586272,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
272443,2964719,Monthly,"Log in->Log in"
272443,3196343,Monthly,"Log in->Log in"
272443,3262828,Monthly,"Resources center->Log in->Log in->Log in"
272443,3298889,Monthly,"Log in->Log in"
272443,3323828,Monthly,"Log in->Log in"
272443,3611235,Monthly,"Homepage->Log in->Log in->Log in"
272443,3630212,Monthly,"Log in->Log in"
272443,3630634,Monthly,"Log in->Log in->Log in->Log in"
272443,3798584,Monthly,"Log in->Log in"
272443,3844613,Monthly,"Log in->Log in"
272443,3876328,Monthly,"Log in->Log in"
272443,3888429,Monthly,"Log in->Log in"
272443,3888444,Monthly,Checkout->Checkout
272443,3899099,Monthly,"Log in->Log in"
272443,3910879,Monthly,"Log in->Log in"
272443,4001970,Monthly,"Log in->Log in"
272443,4041388,Monthly,"Log in->Log in"
272443,4075590,Monthly,"Log in->Log in"
272443,4088789,Monthly,"Log in->Log in"
272443,4111882,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
272443,4111949,Monthly,"Log in->Log in"
272443,4111957,Monthly,Checkout->Checkout->Checkout->Checkout
273256,2869318,Annual,"Homepage->Sign up"
273256,2869646,Annual,"Sign up->Log in->Log in->Log in"
273256,2869675,Annual,"Log in->Log in"
273256,3426498,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
273256,3581387,Annual,"Log in->Career tracks->Career tracks->Career tracks"
273256,3581396,Annual,"Pricing->Resources center->Resources center->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
273256,3589762,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
273256,3598358,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
273256,3607544,Annual,"Log in->Log in"
273256,3644248,Annual,"Log in->Log in->Log in->Log in->Log in->Log in"
273256,3645589,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
273256,3647408,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
274222,3610106,Annual,Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses
274222,3610122,Annual,Coupon->Coupon
274222,3610662,Annual,"Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Homepage->Log in->Log in->Log in->Log in->Log in"
274222,3610710,Annual,Checkout->Checkout
274222,3610830,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
275657,3797441,Monthly,Other->Other
275657,3824025,Monthly,Homepage->Pricing->Pricing->Checkout
275657,3827950,Monthly,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
278257,2937678,Annual,"Log in->Log in"
278257,3585844,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
280244,3931552,Monthly,"Homepage->Career tracks->Career tracks->Career tracks"
280244,4078917,Monthly,"Homepage->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
280244,4078942,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
282927,2830514,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
282927,2830583,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
282927,3037573,Annual,"Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
282927,3296846,Annual,"Courses->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
282998,3200335,Annual,"Log in->Log in->Log in->Log in"
282998,3670505,Annual,"Log in->Log in->Log in->Log in->Log in->Log in"
282998,3670522,Annual,Checkout->Checkout->Checkout->Checkout
283073,3240907,Monthly,"Homepage->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
283073,3257169,Monthly,"Homepage->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
284423,3179877,Annual,Homepage->Pricing
284423,3615525,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
284947,3580585,Annual,"Resources center->Course certificate->Course certificate->Course certificate->Course certificate->Course certificate"
284947,3606060,Annual,Coupon->Coupon
286986,3428596,Annual,"Homepage->Sign up->Sign up->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
286986,3428600,Annual,"Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
286986,3440665,Annual,"Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
286986,3589933,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
286986,3589963,Annual,"Log in->Log in"
286986,3589984,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
287136,4085969,Monthly,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
287136,4132470,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
287136,4132483,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
287136,4132486,Monthly,Checkout->Checkout
288416,3370704,Monthly,"Homepage->Pricing->Pricing->Pricing->Homepage->Career tracks->Homepage->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Courses->Courses->Courses"
288416,3382805,Monthly,"Homepage->Career tracks->Career tracks->Career tracks"
288416,3382806,Monthly,"Career tracks->Sign up->Sign up->Sign up->Sign up->Sign up"
288416,3394931,Monthly,"Career tracks->Career tracks"
288416,3552449,Monthly,Checkout->Checkout->Checkout->Checkout
289110,3486592,Quarterly,"Log in->Log in"
289110,3509029,Quarterly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289110,3509131,Quarterly,Checkout->Checkout
289169,3615794,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
289359,3781655,Monthly,"Homepage->Pricing->Pricing->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks"
289359,3791477,Monthly,"Career tracks->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
289359,3791488,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289359,3791733,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3249941,Monthly,"Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
289370,3322767,Monthly,"Homepage->Log in->Log in->Log in"
289370,3323825,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3323951,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3324078,Monthly,"Log in->Sign up->Sign up->Sign up->Sign up->Log in->Log in->Log in"
289370,3324082,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3331697,Monthly,"Log in->Sign up->Sign up->Log in->Log in->Log in"
289370,3331699,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3332089,Monthly,"Log in->Log in"
289370,3332135,Monthly,"Log in->Log in"
289370,3332161,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3332853,Monthly,"Log in->Log in"
289370,3332856,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3344433,Monthly,"Log in->Log in"
289370,3344437,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289370,3352881,Monthly,"Log in->Log in"
289370,3353163,Monthly,"Log in->Log in"
289370,3368513,Monthly,"Log in->Log in"
289370,3379324,Monthly,"Log in->Log in"
289370,3388891,Monthly,"Log in->Log in"
289370,3403635,Monthly,"Log in->Log in"
289370,3403992,Monthly,"Log in->Log in"
289370,3449547,Monthly,"Log in->Log in"
289370,3468353,Monthly,"Log in->Log in"
289370,3557099,Monthly,"Homepage->Sign up->Sign up->Log in->Log in->Log in"
289370,3557106,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289379,3114408,Quarterly,"Log in->Log in->Log in->Log in"
289379,3428643,Quarterly,Homepage->Courses->Courses->Courses
289379,3428646,Quarterly,"Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Sign up->Sign up->Sign up->Log in->Log in"
289379,3441103,Quarterly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289748,3931679,Annual,"Log in->Log in->Log in->Log in"
289748,4034456,Annual,Coupon->Coupon->Coupon->Coupon
289748,4035194,Annual,Coupon->Coupon
289748,4036554,Annual,Checkout->Checkout
289748,4100690,Annual,Coupon->Coupon
289748,4100700,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
289748,4101477,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
289748,4101486,Annual,Coupon->Coupon
289748,4101538,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
289748,4101945,Annual,Coupon->Coupon
289748,4101951,Annual,Checkout->Checkout->Checkout->Checkout
289919,3206997,Monthly,"Resources center->Resources center"
289919,3208226,Monthly,"Resources center->Pricing->Pricing->Pricing->Pricing->Pricing"
289919,3231825,Monthly,"Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
289919,4158289,Monthly,Checkout->Checkout
289919,4179916,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
290258,3514645,Monthly,"Log in->Log in"
290258,3515418,Monthly,"Other->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories->Success stories"
290258,3515835,Monthly,Checkout->Checkout
290258,3515877,Monthly,Coupon->Coupon->Coupon->Coupon
290289,3911978,Monthly,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Other->Other->Sign up->Sign up->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
290289,3912041,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
290527,3644462,Annual,"Other->Other->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
290527,3654059,Annual,Checkout->Checkout->Checkout->Checkout
291100,3678937,Monthly,"Log in->Log in"
291100,3923597,Monthly,"Homepage->Log in->Log in->Log in"
291598,2923244,Annual,Homepage->Pricing
291598,3032705,Annual,Homepage->Pricing
291598,3274493,Annual,"Homepage->Log in->Log in->Log in"
291598,3336895,Annual,Homepage->Pricing
291598,3571854,Annual,"Homepage->Log in->Log in->Log in"
291598,3603326,Annual,Coupon->Coupon
291921,3393795,Annual,Homepage->Pricing
291921,3505423,Annual,Pricing->Checkout
291921,3551941,Annual,"Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Sign up"
291921,3551966,Annual,"Career track certificate->Sign up->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Sign up->Career tracks->Career tracks->Career tracks->Career tracks"
291921,3551971,Annual,"Homepage->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Course certificate->Course certificate->Upcoming courses->Course certificate->Course certificate->Course certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Courses->Courses->Courses->Courses->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career track certificate->Career track certificate"
291921,3613769,Annual,"Career track certificate->Pricing->Pricing->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks"
291921,3630101,Annual,"Log in->Log in"
291921,3642056,Annual,Homepage->Pricing
291921,3669361,Annual,Homepage->Pricing->Pricing->Checkout->Pricing->Homepage
291921,3673249,Annual,Homepage->Pricing
291921,3673520,Annual,"Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks"
291921,3680673,Annual,"Pricing->Career tracks->Career tracks->Career tracks"
291921,3681179,Annual,"Career track certificate->Sign up->Career track certificate->Log in->Log in->Log in->Log in->Log in"
291921,3681197,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
292620,3321766,Annual,"Homepage->Career track certificate->Career track certificate->Career track certificate"
292620,3394652,Annual,"Homepage->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Sign up->Sign up->Sign up->Sign up->Sign up"
292620,3586501,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
293325,3691330,Annual,"Other->Course certificate->Course certificate->Course certificate->Course certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Courses"
293325,3691371,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
293325,3691437,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
293572,3615322,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
293572,3615399,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
293945,3216449,Annual,"Resources center->Other"
293945,3581482,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
294116,4164489,Monthly,Homepage->Pricing
294116,4164498,Monthly,"Homepage->Homepage->Homepage->Homepage->Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Career tracks->Career tracks->Courses->Courses->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Pricing->Pricing->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout"
294736,3326442,Annual,Homepage->Pricing->Pricing->Courses->Courses->Homepage->Homepage->Homepage
294736,3326446,Annual,"Career tracks->Courses"
294736,3378447,Annual,"Homepage->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Pricing->Pricing->Pricing->Pricing->Pricing->Pricing->Career tracks->Career tracks->Career tracks->Career tracks->Resources center->Resources center->Resources center->Resources center->Other->Other->Resources center->Resources center->Resources center->Resources center->Resources center"
294736,3378549,Annual,"Resources center->Log in->Log in->Log in->Log in->Log in"
294736,3508773,Annual,"Homepage->Sign up->Sign up->Log in->Log in->Log in"
294736,3508794,Annual,Checkout->Checkout
294736,3518578,Annual,"Homepage->Log in->Log in->Log in"
294736,3527435,Annual,"Homepage->Sign up->Sign up->Log in->Log in->Log in"
294736,3527441,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
295049,2970799,Annual,"Homepage->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Courses->Courses->Career tracks->Career tracks->Career tracks->Courses->Courses->Courses"
295049,2970819,Annual,Courses->Pricing
295049,3624080,Annual,Homepage->Other->Homepage->Homepage->Homepage->Other
295049,3638901,Annual,"Homepage->Career tracks->Career tracks->Career tracks->Homepage->Homepage->Homepage->Career tracks->Career tracks->Career tracks->Homepage->Homepage->Homepage->Career tracks->Homepage->Homepage->Homepage->Homepage->Homepage->Homepage->Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses"
295049,3639145,Annual,Homepage->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses->Courses
295049,3639844,Annual,"Other->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Sign up->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Courses->Courses->Courses"
295049,3640311,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
295049,3640332,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
295049,3640339,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Other"
295049,3640343,Annual,"Log in->Log in->Log in->Log in->Log in->Log in"
295049,3640355,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
295174,2961840,Monthly,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
295174,3337200,Monthly,Homepage->Pricing->Pricing->Checkout
295174,3338525,Monthly,"Checkout->Homepage->Homepage->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Courses->Courses->Courses->Courses->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
295174,3540930,Monthly,"Homepage->Course certificate->Homepage->Course certificate->Course certificate->Course certificate->Course certificate->Course certificate->Course certificate->Log in->Log in->Log in"
295174,3542711,Monthly,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
295176,3374094,Annual,"Other->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Other"
295176,3374100,Annual,"Log in->Log in->Log in->Log in->Log in->Log in"
295176,3502145,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
295176,3696814,Annual,Checkout->Checkout
295682,3593244,Annual,"Homepage->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
295682,3593268,Annual,"Log in->Log in"
295682,3593294,Annual,"Log in->Log in"
295682,3593309,Annual,Checkout->Checkout->Checkout->Checkout
295682,3654166,Annual,"Log in->Log in"
295682,3654167,Annual,Pricing->Checkout
295682,3661987,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
295682,3662025,Annual,"Log in->Log in"
295682,3662049,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
296305,2951029,Annual,"Homepage->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Other->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center->Resources center"
296305,2951040,Annual,"Resources center->Other"
296305,2951204,Annual,"Resources center->Other"
296352,3686439,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
296546,3319429,Monthly,"Log in->Log in"
296546,3394456,Monthly,Checkout->Checkout
296546,3394866,Monthly,Checkout->Checkout
296653,3080533,Annual,"Courses->Log in->Log in->Log in"
296653,3729525,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
296961,3456531,Annual,"Sign up->Sign up->Sign up->Sign up"
296961,3663118,Annual,"Homepage->Log in->Log in->Log in"
296961,3663149,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
296961,3663189,Annual,Checkout->Checkout->Checkout->Checkout
296961,3663202,Annual,Checkout->Checkout->Checkout->Checkout
296983,3490168,Annual,"Homepage->Log in->Log in->Log in"
296983,3785554,Annual,"Homepage->Course certificate->Course certificate->Course certificate->Course certificate->Course certificate"
296983,3785895,Annual,"Homepage->Log in->Log in->Log in"
296983,3785913,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
296983,3785993,Annual,Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout->Checkout
299103,3324802,Annual,"Courses->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Career tracks->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up->Sign up"
299103,3324830,Annual,"Sign up->Sign up->Sign up->Sign up->Sign up->Log in->Log in->Sign up->Sign up->Log in->Log in->Log in"
299103,3614890,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
299675,3381534,Annual,"Log in->Log in"
299675,3727988,Annual,Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon->Coupon
301568,3614172,Annual,Coupon->Coupon
302942,3023299,Annual,"Log in->Log in"
302942,3471894,Annual,"Resources center->Pricing"
302942,3616881,Annual,Coupon->Coupon->Coupon->Coupon
303408,3945087,Monthly,"Courses->Sign up->Sign up->Sign up"
303408,3945638,Monthly,Checkout->Checkout->Checkout->Checkout
305004,3613141,Annual,"Courses->Course certificate->Course certificate->Course certificate->Course certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career track certificate->Career track certificate->Career track certificate->Career tracks->Career tracks->Career tracks->Career tracks->Log in->Log in->Log in->Log in->Log in->Log in->Log in"
